Company;Date;Open;High;Low;Close;Volume;Ex-Dividend;Split Ratio;Adj. Open;Adj. High;Adj. Low;Adj. Close;Adj. Volume
T Mobile;15/2/12;10.02;10.06;9.9;10.03;5007000.0;0.0;1.0;13.446.823.720.552.300;13.500.503.655.564.500;13.285.783.915.515.800;13.460.243.704.305.400;2503500.0
T Mobile;14/2/12;9.91;10.04;9.84;9.99;7111800.0;0.0;1.0;13.299.203.899.268.800;13.473.663.688.058.400;13.205.264.012.997.500;13.406.563.769.293.200;3555900.0
T Mobile;13/2/12;9.91;9.99;9.8;9.96;4996200.0;0.0;1.0;13.299.203.899.268.800;13.406.563.769.293.200;1.315.158.407.798.530;1.336.630.381.803.410;2498100.0
T Mobile;10/2/12;9.54;9.82;9.5;9.81;4584200.0;0.0;1.0;12.802.664.500.406.100;13.178.424.045.491.400;1.274.898.456.539.390;13.165.004.061.738.400;2292100.0
T Mobile;9/2/12;9.6;9.72;9.54;9.65;2878800.0;0.0;1.0;12.883.184.402.924.400;1.304.422.420.796.100;12.802.664.500.406.100;12.950.284.321.689.600;1439400.0
T Mobile;8/2/12;9.54;9.68;9.48;9.59;3495600.0;0.0;1.0;12.802.664.500.406.100;12.990.544.272.948.800;12.722.144.597.887.800;12.869.764.419.171.400;1747800.0
T Mobile;7/2/12;9.55;9.6;9.47;9.55;3602600.0;0.0;1.0;12.816.084.484.159.200;12.883.184.402.924.400;12.708.724.614.134.800;12.816.084.484.159.200;1801300.0
T Mobile;6/2/12;9.36;9.62;9.29;9.61;4035200.0;0.0;1.0;1.256.110.479.285.130;12.910.024.370.430.500;12.467.164.906.580.000;12.896.604.386.677.400;2017600.0
T Mobile;3/2/12;9.35;9.65;9.27;9.44;6188000.0;0.0;1.0;12.547.684.809.098.200;12.950.284.321.689.600;12.440.324.939.073.900;12.668.464.662.875.700;3094000.0
T Mobile;2/2/12;9.14;9.3;9.08;9.22;3003800.0;0.0;1.0;12.265.865.150.284.300;12.480.584.890.333.000;12.185.345.247.766.000;12.373.225.020.308.600;1501900.0
T Mobile;1/2/12;8.91;9.2;8.84;9.12;6313000.0;0.0;1.0;11.957.205.523.964.200;123.463.850.528.026;11.863.265.637.692.900;1.223.902.518.277.820;3156500.0
T Mobile;31/1/12;8.84;8.87;8.53;8.84;4056600.0;0.0;1.0;11.863.265.637.692.900;11.903.525.588.952.000;11.447.246.141.348.400;11.863.265.637.692.900;2028300.0
T Mobile;30/1/12;8.63;8.81;8.59;8.79;2274400.0;0.0;1.0;11.581.445.978.878.900;11.823.005.686.433.700;11.527.766.043.866.700;11.796.165.718.927.700;1137200.0
T Mobile;27/1/12;8.7;8.9;8.65;8.74;4390000.0;0.0;1.0;11.675.385.865.150.200;11.943.785.540.211.200;11.608.285.946.385.000;11.729.065.800.162.400;2195000.0
T Mobile;26/1/12;8.85;8.99;8.67;8.78;5457800.0;0.0;1.0;1.187.668.562.144.590;12.064.565.393.988.600;11.635.125.913.891.100;11.782.745.735.174.600;2728900.0
T Mobile;25/1/12;8.54;8.89;8.44;8.82;6036200.0;0.0;1.0;11.460.666.125.101.500;11.930.365.556.458.100;11.326.466.287.571.000;11.836.425.670.186.800;3018100.0
T Mobile;24/1/12;8.63;8.7;8.44;8.56;3056200.0;0.0;1.0;11.581.445.978.878.900;11.675.385.865.150.200;11.326.466.287.571.000;11.487.506.092.607.600;1528100.0
T Mobile;23/1/12;8.71;8.77;8.62;8.74;2066400.0;0.0;1.0;11.688.805.848.903.300;1.176.932.575.142.160;11.568.025.995.125.900;11.729.065.800.162.400;1033200.0
T Mobile;20/1/12;8.92;8.97;8.71;8.72;3106200.0;0.0;1.0;11.970.625.507.717.300;12.037.725.426.482.500;11.688.805.848.903.300;1.170.222.583.265.630;1553100.0
T Mobile;19/1/12;8.69;8.99;8.66;8.93;4454600.0;0.0;1.0;11.661.965.881.397.200;12.064.565.393.988.600;116.217.059.301.381;1.198.404.549.147.030;2227300.0
T Mobile;18/1/12;8.37;8.7;8.33;8.68;3074600.0;0.0;1.0;11.232.526.401.299.700;11.675.385.865.150.200;11.178.846.466.287.500;11.648.545.897.644.100;1537300.0
T Mobile;17/1/12;8.5;8.5;8.2;8.39;3224600.0;0.0;1.0;1.140.698.619.008.930;1.140.698.619.008.930;11.004.386.677.497.900;1.125.936.636.880.580;1612300.0
T Mobile;13/1/12;8.45;8.45;8.3;8.35;3000800.0;0.0;1.0;11.339.886.271.324.100;11.339.886.271.324.100;11.138.586.515.028.400;11.205.686.433.793.600;1500400.0
T Mobile;12/1/12;8.45;8.6;8.38;8.56;3296800.0;0.0;1.0;11.339.886.271.324.100;11.541.186.027.619.800;11.245.946.385.052.800;11.487.506.092.607.600;1648400.0
T Mobile;11/1/12;8.2;8.5;8.17;8.43;3870400.0;0.0;1.0;11.004.386.677.497.900;1.140.698.619.008.930;10.964.126.726.238.800;11.313.046.303.818.000;1935200.0
T Mobile;10/1/12;8.34;8.35;8.22;8.3;3000000.0;0.0;1.0;11.192.266.450.040.600;11.205.686.433.793.600;11.031.226.645.004.000;11.138.586.515.028.400;1500000.0
T Mobile;9/1/12;8.07;8.22;7.9;8.2;5552600.0;0.0;1.0;10.829.926.888.708.300;11.031.226.645.004.000;1.060.178.716.490.650;11.004.386.677.497.900;2776300.0
T Mobile;6/1/12;8.1;8.31;8.01;8.02;6185400.0;0.0;1.0;10.870.186.839.967.500;1.115.200.649.878.140;1.074.940.698.619.000;10.762.826.969.943.100;3092700.0
T Mobile;5/1/12;8.36;8.42;7.86;8.01;14743400.0;0.0;1.0;1.121.910.641.754.670;1.129.962.632.006.490;10.548.107.229.894.300;1.074.940.698.619.000;7371700.0
T Mobile;4/1/12;9.24;9.36;8.78;8.79;12187800.0;0.0;1.0;12.400.064.987.814.700;1.256.110.479.285.130;11.782.745.735.174.600;11.796.165.718.927.700;6093900.0
T Mobile;3/1/12;8.91;9.51;8.86;9.39;10042800.0;0.0;1.0;11.957.205.523.964.200;12.762.404.549.147.000;11.890.105.605.199.000;12.601.364.744.110.400;5021400.0
T Mobile;30/12/11;8.22;8.75;8.19;8.68;5558400.0;0.0;1.0;11.031.226.645.004.000;11.742.485.783.915.500;10.990.966.693.744.900;11.648.545.897.644.100;2779200.0
T Mobile;29/12/11;8.17;8.27;8.06;8.24;2132400.0;0.0;1.0;10.964.126.726.238.800;11.098.326.563.769.200;10.816.506.904.955.300;11.058.066.612.510.100;1066200.0
T Mobile;28/12/11;8.33;8.33;7.99;8.04;2806200.0;0.0;1.0;11.178.846.466.287.500;11.178.846.466.287.500;10.722.567.018.683.900;10.789.666.937.449.200;1403100.0
T Mobile;27/12/11;8.15;8.36;8.08;8.35;2083800.0;0.0;1.0;1.093.728.675.873.270;1.121.910.641.754.670;10.843.346.872.461.400;11.205.686.433.793.600;1041900.0
T Mobile;23/12/11;8.44;8.52;8.13;8.17;3290000.0;0.0;1.0;11.326.466.287.571.000;11.433.826.157.595.400;10.910.446.791.226.600;10.964.126.726.238.800;1645000.0
T Mobile;22/12/11;8.34;8.51;8.29;8.42;1408200.0;0.0;1.0;11.192.266.450.040.600;11.420.406.173.842.400;11.125.166.531.275.300;1.129.962.632.006.490;704100.0
T Mobile;21/12/11;8.24;8.38;8.16;8.32;1982000.0;0.0;1.0;11.058.066.612.510.100;11.245.946.385.052.800;10.950.706.742.485.700;11.165.426.482.534.500;991000.0
T Mobile;20/12/11;8.15;8.35;8.14;8.29;3259000.0;0.0;1.0;1.093.728.675.873.270;11.205.686.433.793.600;10.923.866.774.979.600;11.125.166.531.275.300;1629500.0
T Mobile;19/12/11;8.34;8.38;7.9;7.95;2875200.0;0.0;1.0;11.192.266.450.040.600;11.245.946.385.052.800;1.060.178.716.490.650;10.668.887.083.671.800;1437600.0
T Mobile;16/12/11;8.47;8.52;8.23;8.33;4548200.0;0.0;1.0;11.366.726.238.830.200;11.433.826.157.595.400;11.044.646.628.757.100;11.178.846.466.287.500;2274100.0
T Mobile;15/12/11;8.44;8.72;8.33;8.44;4920400.0;0.0;1.0;11.326.466.287.571.000;1.170.222.583.265.630;11.178.846.466.287.500;11.326.466.287.571.000;2460200.0
T Mobile;14/12/11;8.49;8.56;8.15;8.19;3434200.0;0.0;1.0;11.393.566.206.336.300;11.487.506.092.607.600;1.093.728.675.873.270;10.990.966.693.744.900;1717100.0
T Mobile;13/12/11;8.44;8.75;8.4;8.53;5011800.0;0.0;1.0;11.326.466.287.571.000;11.742.485.783.915.500;11.272.786.352.558.800;11.447.246.141.348.400;2505900.0
T Mobile;12/12/11;8.58;8.64;8.2;8.37;5058400.0;0.0;1.0;1.151.434.606.011.370;11.594.865.962.632.000;11.004.386.677.497.900;11.232.526.401.299.700;2529200.0
T Mobile;9/12/11;8.33;8.5;8.33;8.47;2352400.0;0.0;1.0;11.178.846.466.287.500;1.140.698.619.008.930;11.178.846.466.287.500;11.366.726.238.830.200;1176200.0
T Mobile;8/12/11;8.5;8.64;8.23;8.27;3498400.0;0.0;1.0;1.140.698.619.008.930;11.594.865.962.632.000;11.044.646.628.757.100;11.098.326.563.769.200;1749200.0
T Mobile;7/12/11;8.89;8.94;8.53;8.58;5322800.0;0.0;1.0;11.930.365.556.458.100;11.997.465.475.223.300;11.447.246.141.348.400;1.151.434.606.011.370;2661400.0
T Mobile;6/12/11;8.79;9.04;8.5;9.0;7267400.0;0.0;1.0;11.796.165.718.927.700;12.131.665.312.753.800;1.140.698.619.008.930;12.077.985.377.741.600;3633700.0
T Mobile;5/12/11;8.44;8.5;8.21;8.35;2850600.0;0.0;1.0;11.326.466.287.571.000;1.140.698.619.008.930;11.017.806.661.251.000;11.205.686.433.793.600;1425300.0
T Mobile;2/12/11;8.42;8.54;8.21;8.29;2908200.0;0.0;1.0;1.129.962.632.006.490;11.460.666.125.101.500;11.017.806.661.251.000;11.125.166.531.275.300;1454100.0
T Mobile;1/12/11;8.33;8.42;8.09;8.3;3577000.0;0.0;1.0;11.178.846.466.287.500;1.129.962.632.006.490;10.856.766.856.214.400;11.138.586.515.028.400;1788500.0
T Mobile;30/11/11;8.12;8.47;8.05;8.38;5507800.0;0.0;1.0;108.970.268.074.736;11.366.726.238.830.200;10.803.086.921.202.200;11.245.946.385.052.800;2753900.0
T Mobile;29/11/11;7.91;8.01;7.73;7.75;4478000.0;0.0;1.0;10.615.207.148.659.600;1.074.940.698.619.000;10.373.647.441.104.700;10.400.487.408.610.800;2239000.0
T Mobile;28/11/11;7.82;8.05;7.7;7.92;4894400.0;0.0;1.0;10.494.427.294.882.200;10.803.086.921.202.200;10.333.387.489.845.600;10.628.627.132.412.600;2447200.0
T Mobile;25/11/11;7.6;7.8;7.51;7.51;1148600.0;0.0;1.0;1.019.918.765.231.510;10.467.587.327.376.100;10.078.407.798.537.700;10.078.407.798.537.700;574300.0
T Mobile;23/11/11;7.67;7.82;7.57;7.57;2750400.0;0.0;1.0;10.293.127.538.586.500;10.494.427.294.882.200;10.158.927.701.056.000;10.158.927.701.056.000;1375200.0
T Mobile;22/11/11;7.89;7.96;7.68;7.74;5855800.0;0.0;1.0;10.588.367.181.153.500;10.682.307.067.424.800;10.306.547.522.339.500;1.038.706.742.485.780;2927900.0
T Mobile;21/11/11;7.91;7.99;7.86;7.93;2833800.0;0.0;1.0;10.615.207.148.659.600;10.722.567.018.683.900;10.548.107.229.894.300;1.064.204.711.616.570;1416900.0
T Mobile;18/11/11;8.33;8.37;8.06;8.06;3010200.0;0.0;1.0;11.178.846.466.287.500;11.232.526.401.299.700;10.816.506.904.955.300;10.816.506.904.955.300;1505100.0
T Mobile;17/11/11;8.69;8.82;8.09;8.28;5746000.0;0.0;1.0;11.661.965.881.397.200;11.836.425.670.186.800;10.856.766.856.214.400;1.111.174.654.752.230;2873000.0
T Mobile;16/11/11;8.57;8.9;8.53;8.64;3340000.0;0.0;1.0;11.500.926.076.360.600;11.943.785.540.211.200;11.447.246.141.348.400;11.594.865.962.632.000;1670000.0
T Mobile;15/11/11;8.61;8.9;8.59;8.79;3289400.0;0.0;1.0;11.554.606.011.372.800;11.943.785.540.211.200;11.527.766.043.866.700;11.796.165.718.927.700;1644700.0
T Mobile;14/11/11;8.73;8.92;8.66;8.68;1898600.0;0.0;1.0;11.715.645.816.409.400;11.970.625.507.717.300;116.217.059.301.381;11.648.545.897.644.100;949300.0
T Mobile;11/11/11;8.64;8.94;8.6;8.83;2829400.0;0.0;1.0;11.594.865.962.632.000;11.997.465.475.223.300;11.541.186.027.619.800;11.849.845.653.939.800;1414700.0
T Mobile;10/11/11;8.56;8.64;8.48;8.48;3785000.0;0.0;1.0;11.487.506.092.607.600;11.594.865.962.632.000;11.380.146.222.583.200;11.380.146.222.583.200;1892500.0
T Mobile;9/11/11;8.49;8.71;8.4;8.43;4850600.0;0.0;1.0;11.393.566.206.336.300;11.688.805.848.903.300;11.272.786.352.558.800;11.313.046.303.818.000;2425300.0
T Mobile;8/11/11;8.92;9.05;8.72;8.73;4638400.0;0.0;1.0;11.970.625.507.717.300;12.145.085.296.506.900;1.170.222.583.265.630;11.715.645.816.409.400;2319200.0
T Mobile;7/11/11;8.94;9.04;8.79;8.89;2914400.0;0.0;1.0;11.997.465.475.223.300;12.131.665.312.753.800;11.796.165.718.927.700;11.930.365.556.458.100;1457200.0
T Mobile;4/11/11;8.86;8.98;8.7;8.97;3721800.0;0.0;1.0;11.890.105.605.199.000;12.051.145.410.235.500;11.675.385.865.150.200;12.037.725.426.482.500;1860900.0
T Mobile;3/11/11;8.67;9.05;8.49;8.99;7303400.0;0.0;1.0;11.635.125.913.891.100;12.145.085.296.506.900;11.393.566.206.336.300;12.064.565.393.988.600;3651700.0
T Mobile;2/11/11;7.87;8.65;7.87;8.57;10258400.0;0.0;1.0;10.561.527.213.647.400;11.608.285.946.385.000;10.561.527.213.647.400;11.500.926.076.360.600;5129200.0
T Mobile;1/11/11;7.88;8.08;7.58;7.66;12836800.0;0.0;1.0;10.574.947.197.400.400;10.843.346.872.461.400;10.172.347.684.809.000;1.027.970.755.483.340;6418400.0
T Mobile;31/10/11;8.88;8.94;8.46;8.5;11802200.0;0.0;1.0;1.191.694.557.270.510;11.997.465.475.223.300;11.353.306.255.077.100;1.140.698.619.008.930;5901100.0
T Mobile;28/10/11;9.59;9.6;8.89;8.94;9022000.0;0.0;1.0;12.869.764.419.171.400;12.883.184.402.924.400;11.930.365.556.458.100;11.997.465.475.223.300;4511000.0
T Mobile;27/10/11;10.03;10.03;9.47;9.73;5366400.0;0.0;1.0;13.460.243.704.305.400;13.460.243.704.305.400;12.708.724.614.134.800;13.057.644.191.714.000;2683200.0
T Mobile;26/10/11;9.33;9.83;9.23;9.69;5773400.0;0.0;1.0;12.520.844.841.592.200;13.191.844.029.244.500;1.238.664.500.406.170;13.003.964.256.701.800;2886700.0
T Mobile;25/10/11;9.25;9.3;9.02;9.1;2930400.0;0.0;1.0;12.413.484.971.567.800;12.480.584.890.333.000;12.104.825.345.247.700;12.212.185.215.272.100;1465200.0
T Mobile;24/10/11;9.06;9.42;9.06;9.3;2668600.0;0.0;1.0;12.158.505.280.259.900;1.264.162.469.536.960;12.158.505.280.259.900;12.480.584.890.333.000;1334300.0
T Mobile;21/10/11;9.17;9.45;9.12;9.19;5527800.0;0.0;1.0;12.306.125.101.543.400;12.681.884.646.628.700;1.223.902.518.277.820;12.332.965.069.049.500;2763900.0
T Mobile;20/10/11;8.71;9.04;8.43;9.03;5310600.0;0.0;1.0;11.688.805.848.903.300;12.131.665.312.753.800;11.313.046.303.818.000;12.118.245.329.000.800;2655300.0
T Mobile;19/10/11;9.04;9.1;8.64;8.66;2838800.0;0.0;1.0;12.131.665.312.753.800;12.212.185.215.272.100;11.594.865.962.632.000;116.217.059.301.381;1419400.0
T Mobile;18/10/11;8.86;9.13;8.64;9.07;3108800.0;0.0;1.0;11.890.105.605.199.000;12.252.445.166.531.200;11.594.865.962.632.000;12.171.925.264.013;1554400.0
T Mobile;17/10/11;9.06;9.1;8.83;8.84;2278200.0;0.0;1.0;12.158.505.280.259.900;12.212.185.215.272.100;11.849.845.653.939.800;11.863.265.637.692.900;1139100.0
T Mobile;14/10/11;9.1;9.23;9.02;9.1;3352400.0;0.0;1.0;12.212.185.215.272.100;1.238.664.500.406.170;12.104.825.345.247.700;12.212.185.215.272.100;1676200.0
T Mobile;13/10/11;8.52;8.98;8.48;8.94;4001000.0;0.0;1.0;11.433.826.157.595.400;12.051.145.410.235.500;11.380.146.222.583.200;11.997.465.475.223.300;2000500.0
T Mobile;12/10/11;8.33;8.65;8.33;8.53;4388000.0;0.0;1.0;11.178.846.466.287.500;11.608.285.946.385.000;11.178.846.466.287.500;11.447.246.141.348.400;2194000.0
T Mobile;11/10/11;8.44;8.58;8.26;8.32;3907000.0;0.0;1.0;11.326.466.287.571.000;1.151.434.606.011.370;11.084.906.580.016.200;11.165.426.482.534.500;1953500.0
T Mobile;10/10/11;8.11;8.7;8.07;8.54;5153000.0;0.0;1.0;10.883.606.823.720.500;11.675.385.865.150.200;10.829.926.888.708.300;11.460.666.125.101.500;2576500.0
T Mobile;7/10/11;8.7;8.72;7.75;7.93;7356800.0;0.0;1.0;11.675.385.865.150.200;1.170.222.583.265.630;10.400.487.408.610.800;1.064.204.711.616.570;3678400.0
T Mobile;6/10/11;8.36;8.6;8.23;8.6;7310200.0;0.0;1.0;1.121.910.641.754.670;11.541.186.027.619.800;11.044.646.628.757.100;11.541.186.027.619.800;3655100.0
T Mobile;5/10/11;8.24;8.39;7.98;8.3;8722800.0;0.0;1.0;11.058.066.612.510.100;1.125.936.636.880.580;10.709.147.034.930.900;11.138.586.515.028.400;4361400.0
T Mobile;4/10/11;8.1;8.26;7.86;8.24;10900000.0;0.0;1.0;10.870.186.839.967.500;11.084.906.580.016.200;10.548.107.229.894.300;11.058.066.612.510.100;5450000.0
T Mobile;3/10/11;8.65;8.93;8.14;8.18;8909400.0;0.0;1.0;11.608.285.946.385.000;1.198.404.549.147.030;10.923.866.774.979.600;10.977.546.709.991.800;4454700.0
T Mobile;30/9/11;8.87;9.02;8.59;8.71;7173800.0;0.0;1.0;11.903.525.588.952.000;12.104.825.345.247.700;11.527.766.043.866.700;11.688.805.848.903.300;3586900.0
T Mobile;29/9/11;9.14;9.25;8.85;9.07;4161600.0;0.0;1.0;12.265.865.150.284.300;12.413.484.971.567.800;1.187.668.562.144.590;12.171.925.264.013;2080800.0
T Mobile;28/9/11;9.3;9.46;8.88;8.9;2883600.0;0.0;1.0;12.480.584.890.333.000;12.695.304.630.381.800;1.191.694.557.270.510;11.943.785.540.211.200;1441800.0
T Mobile;27/9/11;9.3;9.68;9.2;9.42;3330400.0;0.0;1.0;12.480.584.890.333.000;12.990.544.272.948.800;123.463.850.528.026;1.264.162.469.536.960;1665200.0
T Mobile;26/9/11;9.19;9.4;9.02;9.09;7798200.0;0.0;1.0;12.332.965.069.049.500;12.614.784.727.863.500;12.104.825.345.247.700;12.198.765.231.519.000;3899100.0
T Mobile;23/9/11;8.84;9.26;8.8;9.11;6901600.0;0.0;1.0;11.863.265.637.692.900;12.426.904.955.320.800;1.180.958.570.268.070;12.225.605.199.025.100;3450800.0
T Mobile;22/9/11;8.91;9.11;8.78;8.94;7944400.0;0.0;1.0;11.957.205.523.964.200;12.225.605.199.025.100;11.782.745.735.174.600;11.997.465.475.223.300;3972200.0
T Mobile;21/9/11;10.07;10.07;9.26;9.29;7774800.0;0.0;1.0;1.351.392.363.931.760;1.351.392.363.931.760;12.426.904.955.320.800;12.467.164.906.580.000;3887400.0
T Mobile;20/9/11;10.1;10.3;9.96;10.07;5971400.0;0.0;1.0;13.554.183.590.576.700;13.822.583.265.637.600;1.336.630.381.803.410;1.351.392.363.931.760;2985700.0
T Mobile;19/9/11;9.91;10.08;9.62;10.0;8607000.0;0.0;1.0;13.299.203.899.268.800;13.527.343.623.070.600;12.910.024.370.430.500;13.419.983.753.046.300;4303500.0
T Mobile;16/9/11;10.41;10.51;9.98;10.1;11596600.0;0.0;1.0;13.970.203.086.921.200;14.104.402.924.451.600;13.393.143.785.540.200;13.554.183.590.576.700;5798300.0
T Mobile;15/9/11;10.49;10.57;10.2;10.35;5105000.0;0.0;1.0;14.077.562.956.945.500;14.184.922.826.969.900;1.368.838.342.810.720;13.889.683.184.402.900;2552500.0
T Mobile;14/9/11;10.58;10.65;10.24;10.39;8881600.0;0.0;1.0;14.198.342.810.722.900;14.292.282.696.994.300;13.742.063.363.119.400;13.943.363.119.415.100;4440800.0
T Mobile;13/9/11;10.48;10.7;10.34;10.45;7225400.0;0.0;1.0;14.064.142.973.192.500;14.359.382.615.759.500;13.876.263.200.649.800;14.023.883.021.933.300;3612700.0
T Mobile;12/9/11;10.26;10.48;10.16;10.44;4188000.0;0.0;1.0;13.768.903.330.625.500;14.064.142.973.192.500;13.634.703.493.095.000;14.010.463.038.180.300;2094000.0
T Mobile;9/9/11;10.41;10.56;10.21;10.46;6178000.0;0.0;1.0;13.970.203.086.921.200;141.715.028.432.169;1.370.180.341.186.020;14.037.303.005.686.400;3089000.0
T Mobile;8/9/11;10.55;10.8;10.46;10.6;4270000.0;0.0;1.0;14.158.082.859.463.800;1.449.358.245.329.000;14.037.303.005.686.400;14.225.182.778.229.000;2135000.0
T Mobile;7/9/11;10.41;10.74;10.23;10.67;5779000.0;0.0;1.0;13.970.203.086.921.200;14.413.062.550.771.700;13.728.643.379.366.300;14.319.122.664.500.400;2889500.0
T Mobile;6/9/11;9.93;10.25;9.93;10.13;7701600.0;0.0;1.0;13.326.043.866.774.900;13.755.483.346.872.400;13.326.043.866.774.900;13.594.443.541.835.900;3850800.0
T Mobile;2/9/11;10.74;10.84;10.23;10.32;6752400.0;0.0;1.0;14.413.062.550.771.700;14.547.262.388.302.100;13.728.643.379.366.300;13.849.423.233.143.700;3376200.0
T Mobile;1/9/11;11.15;11.39;10.96;10.96;5633600.0;0.0;1.0;1.496.328.188.464.660;15.285.361.494.719.700;14.708.302.193.338.700;14.708.302.193.338.700;2816800.0
T Mobile;31/8/11;11.34;11.54;11.07;11.16;6269200.0;0.0;1.0;15.218.261.575.954.500;15.486.661.251.015.400;1.485.592.201.462.220;14.976.701.868.399.600;3134600.0
T Mobile;30/8/11;11.04;11.31;10.99;11.25;3140800.0;0.0;1.0;14.815.662.063.363.100;15.178.001.624.695.300;14.748.562.144.597.800;15.097.481.722.177.000;1570400.0
T Mobile;29/8/11;10.8;11.16;10.78;11.16;2881800.0;0.0;1.0;1.449.358.245.329.000;14.976.701.868.399.600;14.466.742.485.783.900;14.976.701.868.399.600;1440900.0
T Mobile;26/8/11;10.3;10.72;10.07;10.67;3008400.0;0.0;1.0;13.822.583.265.637.600;1.438.622.258.326.560;1.351.392.363.931.760;14.319.122.664.500.400;1504200.0
T Mobile;25/8/11;10.85;10.91;10.39;10.44;5255800.0;0.0;1.0;1.456.068.237.205.520;1.464.120.227.457.350;13.943.363.119.415.100;14.010.463.038.180.300;2627900.0
T Mobile;24/8/11;10.52;10.81;10.44;10.81;3773400.0;0.0;1.0;14.117.822.908.204.700;14.507.002.437.043.000;14.010.463.038.180.300;14.507.002.437.043.000;1886700.0
T Mobile;23/8/11;10.23;10.65;10.18;10.58;6942600.0;0.0;1.0;13.728.643.379.366.300;14.292.282.696.994.300;13.661.543.460.601.100;14.198.342.810.722.900;3471300.0
T Mobile;22/8/11;10.57;10.63;10.03;10.13;6837800.0;0.0;1.0;14.184.922.826.969.900;14.265.442.729.488.200;13.460.243.704.305.400;13.594.443.541.835.900;3418900.0
T Mobile;19/8/11;10.3;10.65;10.21;10.27;7938000.0;0.0;1.0;13.822.583.265.637.600;14.292.282.696.994.300;1.370.180.341.186.020;13.782.323.314.378.500;3969000.0
T Mobile;18/8/11;10.85;11.17;10.34;10.48;10656200.0;0.0;1.0;1.456.068.237.205.520;14.990.121.852.152.700;13.876.263.200.649.800;14.064.142.973.192.500;5328100.0
T Mobile;17/8/11;11.06;11.21;10.99;11.2;5746800.0;0.0;1.0;14.842.502.030.869.200;1.504.380.178.716.490;14.748.562.144.597.800;1.503.038.180.341.180;2873400.0
T Mobile;16/8/11;10.93;11.11;10.73;11.02;8062000.0;0.0;1.0;14.668.042.242.079.600;14.909.601.949.634.400;14.399.642.567.018.600;14.788.822.095.857.000;4031000.0
T Mobile;15/8/11;10.41;11.0;10.31;10.97;7745000.0;0.0;1.0;13.970.203.086.921.200;14.761.982.128.350.900;1.383.600.324.939.070;14.721.722.177.091.700;3872500.0
T Mobile;12/8/11;10.42;10.56;10.02;10.23;7729800.0;0.0;1.0;1.398.362.307.067.420;141.715.028.432.169;13.446.823.720.552.300;13.728.643.379.366.300;3864900.0
T Mobile;11/8/11;9.59;10.42;9.48;10.26;10285600.0;0.0;1.0;12.869.764.419.171.400;1.398.362.307.067.420;12.722.144.597.887.800;13.768.903.330.625.500;5142800.0
T Mobile;10/8/11;9.53;9.74;9.29;9.57;16665000.0;0.0;1.0;12.789.244.516.653.100;13.071.064.175.467.100;12.467.164.906.580.000;12.842.924.451.665.300;8332500.0
T Mobile;9/8/11;9.11;9.36;8.79;9.33;16775400.0;0.0;1.0;12.225.605.199.025.100;1.256.110.479.285.130;11.796.165.718.927.700;12.520.844.841.592.200;8387700.0
T Mobile;8/8/11;9.02;9.26;8.69;8.92;15226200.0;0.0;1.0;12.104.825.345.247.700;12.426.904.955.320.800;11.661.965.881.397.200;11.970.625.507.717.300;7613100.0
T Mobile;5/8/11;9.5;9.79;9.2;9.53;13868400.0;0.0;1.0;1.274.898.456.539.390;13.138.164.094.232.300;123.463.850.528.026;12.789.244.516.653.100;6934200.0
T Mobile;4/8/11;10.21;10.24;8.7;9.31;29821800.0;0.0;1.0;1.370.180.341.186.020;13.742.063.363.119.400;11.675.385.865.150.200;1.249.400.487.408.610;14910900.0
T Mobile;3/8/11;10.74;10.98;9.77;10.27;34131200.0;0.0;1.0;14.413.062.550.771.700;14.735.142.160.844.800;1.311.132.412.672.620;13.782.323.314.378.500;17065600.0
T Mobile;2/8/11;13.27;13.31;10.19;10.26;69902000.0;0.0;1.0;17.808.318.440.292.400;17.861.998.375.304.600;13.674.963.444.354.100;13.768.903.330.625.500;34951000.0
T Mobile;1/8/11;16.03;16.26;15.9;16.18;5441000.0;0.0;1.0;2.151.223.395.613.320;21.820.893.582.453.200;21.337.774.167.343.600;21.713.533.712.428.900;2720500.0
T Mobile;29/7/11;16.11;16.46;15.98;16.28;3188000.0;0.0;1.0;21.619.593.826.157.500;22.089.293.257.514.200;21.445.134.037.367.900;21.847.733.549.959.300;1594000.0
T Mobile;28/7/11;16.39;16.81;16.24;16.29;5201200.0;0.0;1.0;21.995.353.371.242.800;22.558.992.688.870.800;217.940.536.149.472;2.186.115.353.371.240;2600600.0
T Mobile;27/7/11;16.75;16.82;16.41;16.45;2231400.0;0.0;1.0;2.247.847.278.635.250;22.572.412.672.623.800;22.022.193.338.748.900;2.207.587.327.376.110;1115700.0
T Mobile;26/7/11;16.9;17.03;16.66;16.9;2810400.0;0.0;1.0;22.679.772.542.648.200;2.285.423.233.143.780;22.357.692.932.575.100;22.679.772.542.648.200;1405200.0
T Mobile;25/7/11;17.04;17.1;16.8;16.94;1674000.0;0.0;1.0;22.867.652.315.190.900;22.948.172.217.709.100;22.545.572.705.117.700;22.733.452.477.660.400;837000.0
T Mobile;22/7/11;17.17;17.26;17.1;17.23;3397400.0;0.0;1.0;23.042.112.103.980.500;23.162.891.957.757.900;22.948.172.217.709.100;23.122.632.006.498.700;1698700.0
T Mobile;21/7/11;17.15;17.39;17.03;17.15;4025200.0;0.0;1.0;2.301.527.213.647.440;23.337.351.746.547.500;2.285.423.233.143.780;2.301.527.213.647.440;2012600.0
